Parameters,Total Reward,Total Profit
"(20000, 200, 1, 32, {'net_arch': [50, 100]}, 0.2, 0.95, 0.1)",0.0,2.005963392114493
"(20000, 200, 1, 32, {'net_arch': [50, 100]}, 0.2, 0.95, 0.0001)",24.739009857177734,0.20475133719529973
"(20000, 200, 4, 4, {'net_arch': [50]}, 0.05, 0.8, 0.1)",0.0,2.005963392114493
"(20000, 200, 4, 4, {'net_arch': [50]}, 0.05, 0.8, 0.0001)",21.948719024658203,1.1243182462380024
"(20000, 200, 4, 4, {'net_arch': [50]}, 0.05, 0.95, 0.1)",0.0,1.0
"(20000, 200, 4, 4, {'net_arch': [50]}, 0.05, 0.95, 0.0001)",9.502357482910156,0.3087307907972542
"(20000, 200, 4, 4, {'net_arch': [50]}, 0.2, 0.8, 0.1)",0.0,2.005963392114493
"(20000, 200, 4, 4, {'net_arch': [50]}, 0.2, 0.8, 0.0001)",13.128223419189453,1.1928135838409288
"(20000, 200, 4, 4, {'net_arch': [50]}, 0.2, 0.95, 0.1)",0.0,2.005963392114493
"(20000, 200, 4, 4, {'net_arch': [50]}, 0.2, 0.95, 0.0001)",9.964801788330078,0.37774436873974326
"(20000, 200, 4, 4, {'net_arch': [50, 100]}, 0.05, 0.8, 0.1)",0.0,2.005963392114493
"(20000, 200, 4, 4, {'net_arch': [50, 100]}, 0.05, 0.8, 0.0001)",12.704719543457031,1.1694832231421346
"(20000, 200, 4, 4, {'net_arch': [50, 100]}, 0.05, 0.95, 0.1)",0.0,2.005963392114493
"(20000, 200, 4, 4, {'net_arch': [50, 100]}, 0.05, 0.95, 0.0001)",15.108631134033203,0.7020633873035549
"(20000, 200, 4, 4, {'net_arch': [50, 100]}, 0.2, 0.8, 0.1)",0.0,1.0
"(20000, 200, 4, 4, {'net_arch': [50, 100]}, 0.2, 0.8, 0.0001)",35.879913330078125,1.6825157840381086
"(20000, 200, 4, 4, {'net_arch': [50, 100]}, 0.2, 0.95, 0.1)",0.0,1.0
"(20000, 200, 4, 4, {'net_arch': [50, 100]}, 0.2, 0.95, 0.0001)",-6.420417785644531,0.2928316433466881
"(20000, 200, 4, 32, {'net_arch': [50]}, 0.05, 0.8, 0.1)",0.0,1.0
"(20000, 200, 4, 32, {'net_arch': [50]}, 0.05, 0.8, 0.0001)",13.338830947875977,0.08213439275588419
"(20000, 200, 4, 32, {'net_arch': [50]}, 0.05, 0.95, 0.1)",0.0,2.005963392114493
"(20000, 200, 4, 32, {'net_arch': [50]}, 0.05, 0.95, 0.0001)",58.52967071533203,0.18492666137176017
"(20000, 200, 4, 32, {'net_arch': [50]}, 0.2, 0.8, 0.1)",0.0,2.005963392114493
"(20000, 200, 4, 32, {'net_arch': [50]}, 0.2, 0.8, 0.0001)",9.423925399780273,0.04521209109281807
"(20000, 200, 4, 32, {'net_arch': [50]}, 0.2, 0.95, 0.1)",0.0,2.005963392114493
"(20000, 200, 4, 32, {'net_arch': [50]}, 0.2, 0.95, 0.0001)",7.026393890380859,0.13722673028896276
"(20000, 200, 4, 32, {'net_arch': [50, 100]}, 0.05, 0.8, 0.1)",0.0,2.005963392114493
"(20000, 200, 4, 32, {'net_arch': [50, 100]}, 0.05, 0.8, 0.0001)",55.744293212890625,0.11565499879953861
"(20000, 200, 4, 32, {'net_arch': [50, 100]}, 0.05, 0.95, 0.1)",0.0,1.0
"(20000, 200, 4, 32, {'net_arch': [50, 100]}, 0.05, 0.95, 0.0001)",40.0645809173584,0.0635945625275596
"(20000, 200, 4, 32, {'net_arch': [50, 100]}, 0.2, 0.8, 0.1)",0.0,2.005963392114493
"(20000, 200, 4, 32, {'net_arch': [50, 100]}, 0.2, 0.8, 0.0001)",33.59213829040527,0.03101767797431057
"(20000, 200, 4, 32, {'net_arch': [50, 100]}, 0.2, 0.95, 0.1)",0.0,1.0
"(20000, 200, 4, 32, {'net_arch': [50, 100]}, 0.2, 0.95, 0.0001)",14.982070922851562,0.026438463978810695
"(20000, 1000, 1, 4, {'net_arch': [50]}, 0.05, 0.8, 0.1)",0.0,1.0
"(20000, 1000, 1, 4, {'net_arch': [50]}, 0.05, 0.8, 0.0001)",-5.733345031738281,0.3640386199777242
"(20000, 1000, 1, 4, {'net_arch': [50]}, 0.05, 0.95, 0.1)",0.0,1.0
"(20000, 1000, 1, 4, {'net_arch': [50]}, 0.05, 0.95, 0.0001)",17.305614471435547,1.8664583305981988
"(20000, 1000, 1, 4, {'net_arch': [50]}, 0.2, 0.8, 0.1)",0.0,2.005963392114493
"(20000, 1000, 1, 4, {'net_arch': [50]}, 0.2, 0.8, 0.0001)",15.528793334960938,0.03874926275023644
"(20000, 1000, 1, 4, {'net_arch': [50]}, 0.2, 0.95, 0.1)",0.0,1.0
"(20000, 1000, 1, 4, {'net_arch': [50]}, 0.2, 0.95, 0.0001)",4.776451110839844,1.0048728039656696
"(20000, 1000, 1, 4, {'net_arch': [50, 100]}, 0.05, 0.8, 0.1)",0.0,2.005963392114493
"(20000, 1000, 1, 4, {'net_arch': [50, 100]}, 0.05, 0.8, 0.0001)",41.89885711669922,0.1475344863027681
"(20000, 1000, 1, 4, {'net_arch': [50, 100]}, 0.05, 0.95, 0.1)",0.0,2.005963392114493
"(20000, 1000, 1, 4, {'net_arch': [50, 100]}, 0.05, 0.95, 0.0001)",43.951683044433594,0.5371476092295793
"(20000, 1000, 1, 4, {'net_arch': [50, 100]}, 0.2, 0.8, 0.1)",0.0,1.0
"(20000, 1000, 1, 4, {'net_arch': [50, 100]}, 0.2, 0.8, 0.0001)",75.14083290100098,0.12892497866975022
"(20000, 1000, 1, 4, {'net_arch': [50, 100]}, 0.2, 0.95, 0.1)",0.0,2.005963392114493
"(20000, 1000, 1, 4, {'net_arch': [50, 100]}, 0.2, 0.95, 0.0001)",-0.2895469665527344,0.12065396937304493
"(20000, 1000, 1, 32, {'net_arch': [50]}, 0.05, 0.8, 0.1)",0.0,1.0
"(20000, 1000, 1, 32, {'net_arch': [50]}, 0.05, 0.8, 0.0001)",42.16771125793457,0.07307361864458793
